Year,Team,Safeties,Corners,InsideBackers,Edge,InteriorDLine,WRs,TEs,InteriorOLine,Tackles,QB,RB,Special,Dead,IR,Prac,Susp,Wins,Playoff Wins,SuperBowl Win,Cluster,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,ExpWins,ExpPOWins,Error,POError
2016,raiders,7.88,11.78,3.52,17.61,5.59,11.52,3.61,13.59,8.82,2.75,1.74,6.05,5.43,4.98,0.0,2.38,12,0,0,43,1.9620011162845725,1.9997740450526726,1.9914346317004374,2.0128637602886963,1.9773427363785137,1.9996412797577072,2.0311506265103185,2.020734716404311,1.9956470863422133,1.9908306818909853,2.066934497615343,1.9727622206917945,1.9449626649872265,2.042815010299496,2.0169036969582295,2.0364090328446496,1.9946104531047184,1.972206522083573,2.0147676813217963,2.0235601726782284,1.9874513044949207,1.9262542098910806,2.0206537155851767,2.002777086863756,1.9968185013973092,1.978813749209913,1.9996256017919747,1.9940096396515998,1.9565996151309237,1.929374221241349,2.0445649891375925,2.005547566603859,1.962599203574062,2.013454998181702,2.0597965492481327,1.9842567671350053,2.0115905723248173,1.9196944433318646,1.8851015480895998,1.9445877180763536,2.0301635758175745,1.982111378564139,1.9280593841930977,2.099252531479851,1.983229555980844,2.054754080325134,2.012840760562859,2.060882223431349,2.10100829016941,2.056773585319286,7.905996417401443,0.4269384247128771,4.094003582598557,0.4269384247128771
2017,raiders,6.44,13.23,1.46,11.49,1.98,12.44,4.52,18.62,6.98,9.8,2.29,4.09,2.52,8.99,0.0,0.0,6,0,0,49,1.9513398932539796,2.022395529934017,1.990378378371998,2.0009114598045996,1.9598236866012582,1.979178295979775,2.040262772488171,2.020386078211169,1.9856349261544017,2.005594275700271,2.096721216088527,1.9725054332119356,1.9653821171253198,2.0597061404051002,2.0059239840438328,2.0236349215798333,2.0318243072603406,1.9557763536512243,1.9924216528578798,2.0351350750600603,1.9782574999096807,1.9453286538971666,2.0402373050908182,1.9888693393230916,1.9785249987604898,1.9784509143371252,2.0329145516020093,1.979789288395833,1.9623666624871257,1.9411997205428473,2.0393106836184733,2.033785815634982,1.9390392903388645,2.0124617450600466,2.0817567410236197,2.0074077289838597,2.011155937335608,1.9146216267042462,1.8894398456207047,1.9276518921383208,2.0332893945604993,1.9656940007551273,1.9093429986270136,2.0977938019530398,1.9980538397336827,2.0278516642107034,1.992394355827995,2.0338087521153887,2.068739574675843,2.095524878952084,7.909029813685991,0.4270730759504953,1.909029813685991,0.4270730759504953
2018,raiders,5.94,5.94,0.5,5.81,6.86,10.04,6.24,13.52,5.62,14.02,3.9,1.88,0.42,18.32,0.0,0.0,4,0,0,1,1.9608310757369216,2.0284537029943404,1.9482514859518751,1.971276491908876,1.965523281733048,1.9741150142777077,2.0310666976725806,2.0427742518276326,1.998025640740807,2.0054193609474558,2.145259453854749,2.000757701197175,1.9983197499835472,2.0694950863375903,2.02357313027018,2.009424896645584,2.003598214511036,1.9338027926827177,1.965945281989093,2.047413680771971,1.9828058337150474,1.923919189025164,2.035930259746604,1.993129764417545,1.9649525831364274,1.941722152782403,2.0676156418761953,1.967687877955537,1.969660774982616,1.996003366148329,2.0532295664458617,2.06533868387458,1.9167354762738935,2.0231172828650164,2.0975409798485645,2.0003697473501663,2.0385136680878033,1.9170228412158732,1.870386363857248,1.9533022412649572,2.009432138542518,1.9458154444850613,1.9019427034707794,2.094231077012463,1.9978665649185015,1.9708502907198449,1.9882438623102499,1.9712573905287134,2.1128515879295438,2.105197653177599,7.915597945050432,0.42778763983066975,3.9155979450504317,0.42778763983066975
2019,raiders,10.9,6.25,1.13,9.97,6.5,10.3,3.52,11.15,11.53,13.39,3.95,0.92,12.15,14.72,0.05,0.9,7,0,0,23,1.9737562593581104,2.0088932997326476,1.9675824368996155,1.9805184149261665,1.9863319202071503,2.0073375748846183,2.0296202427293837,2.033989176792034,1.995087262699466,1.9844212500349627,2.111806599192361,1.9982894201149082,1.9784913115827862,2.0733214978178633,2.0430523133886433,2.024937520555314,1.9964836441445775,1.9365445538386479,1.9848123181837845,2.0527491691275555,2.0221804865850164,1.924197397423083,2.0295628248519844,2.0278558147555215,1.960782327204451,1.9350245898126328,2.034249897017537,1.9683694255119906,1.9779733269145672,1.9859295050224615,2.0419668349683935,2.0307174589002734,1.9489731996814024,2.0359245057499806,2.099577840513493,2.0014826058901662,2.0055450678373345,1.9031189879359294,1.8755857172640684,1.9459590961642843,2.0000056672024358,1.9792657151691269,1.9161632103410882,2.0680401271879627,1.9938297838375503,2.0096756868306827,1.9823474956645608,1.996001760892025,2.0534934077335816,2.0781740489258396,7.913586791185404,0.4282864821610262,0.9135867911854039,0.4282864821610262
2005,chargers,4.16,2.06,1.78,3.15,0.0,2.12,3.67,1.7,0.06,18.71,10.25,1.65,2.13,0.0,0.09,0.0,9,0,0,31,1.945712000295078,2.0804775674750347,1.9338656231684985,1.953527251510867,2.0445804820092905,1.965262933280388,2.0824646448479047,2.0540739017458987,1.9594001570960589,2.0229780553334273,2.0869785176148405,1.9521966380014157,1.9958699122456318,2.065543604047468,2.0834394122581203,1.9339185445567948,2.0008832189973638,1.9323225742383061,1.972069973992609,2.004635689471592,2.0408520605560767,1.9202088066963046,2.0580575972193627,1.9848586329315985,1.9597925275681116,1.9423137335319176,2.1751171861128875,1.9625569909171703,2.06486967762348,2.0222073802823726,1.9867516890852959,2.156971629637156,1.9153613931801716,2.0282996780935565,2.079728012838326,2.0027406587010894,2.1088185396606725,1.8969724922464286,1.9241507429529583,2.02124386186003,1.9679200278564526,1.9033625992521754,1.9622610748429832,1.9691190242016998,2.023955081856595,1.9351861394126917,1.9511165704021523,1.9573200994181195,1.9252193257289214,2.0824660631466503,7.921431747580751,0.4292026410528119,1.0785682524192488,0.4292026410528119
2006,chargers,7.74,3.8,2.13,3.85,0.01,2.01,6.33,7.6,0.64,8.73,7.95,2.6,2.02,0.0,0.0,0.0,14,1,0,26,1.9494809254264895,2.0988756852614516,1.9337486706954017,1.9494436321396722,2.0660659188921464,1.9287985190177708,2.026402282421436,2.0340724253583553,1.9455435134318608,2.0157710673965465,2.1112435557445526,1.9465906707325231,1.9565471623202462,2.066507044447174,2.0994240481473336,1.9265443266930742,1.9519368285875711,1.9027582399134406,1.9359281913483763,1.9823410918270181,2.05696289948511,1.8418395598438986,2.057365097517289,2.007608740001432,1.9784611125159743,1.9428972159470421,2.279155517736762,2.0050126070450376,2.000344249170493,1.9170291761014369,1.9574602208049974,2.138207031665392,1.8615348365321607,2.0678139880592887,2.1865074481323328,1.9575792077863041,2.1130837406043605,1.9148609099739589,1.8695867986784238,1.930601607352388,2.0314931043111106,1.9215063816535458,1.924642984734804,2.072173544882392,1.9928290702506222,1.926426053476994,1.9620493733843436,2.0017369511260545,2.09595205539808,2.1592547160255724,7.925624132829052,0.4302807322405818,6.074375867170948,0.5697192677594183
2007,chargers,10.75,2.45,3.3,8.55,0.04,4.11,5.31,10.94,0.61,10.27,9.11,3.41,0.39,0.0,0.0,0.0,11,2,0,26,1.9527857033966458,2.082665801030542,1.9460350190453322,1.963543119508293,2.028607909868708,1.9553931153729565,2.024454758851048,2.0082712882878937,1.9405944882091561,1.989346787946724,2.1133113570469595,1.955154394411299,1.9612813856356714,2.0548138012017527,2.0933710937326473,1.9727907142533239,1.9522238019975255,1.9287759558185822,1.9757861450742524,1.9890464000855428,2.0562183742530022,1.86681351982112,2.05068917209911,2.0122079833421074,1.9951749243156025,1.9248892435547567,2.1946981379963684,2.0025404616845424,2.0008972884570007,1.9317926498702256,1.989958243566931,2.0848215903398337,1.895070128029347,2.041598362358755,2.1776291784588917,1.9369995462612244,2.071103870653571,1.9203253320218678,1.892861574792527,1.9353609289450544,2.042680103814638,1.96000124636154,1.9507273029833536,2.0636867832306467,1.9798937434831847,1.9372170287460255,1.9795004066836515,2.02638345731978,2.0507148263496524,2.1392915494308546,7.920732052335952,0.4298843729605085,3.0792679476640483,1.5701156270394914
2008,chargers,7.66,3.79,6.93,16.26,0.0,3.37,5.79,10.81,0.91,11.54,8.51,2.5,1.81,1.04,0.0,0.0,8,1,0,26,1.9485525812386888,2.066029157780321,1.9650289486208117,1.9678771417543792,2.000561018162322,1.9694212140328027,2.0596119953677663,2.0113212834020713,1.9293654823752837,1.9990636215320596,2.067440419171561,1.9369235901041166,1.9595194927922979,2.0383755923607567,2.09052427456055,1.9971645062766594,1.9919494306336618,1.9570462760572536,2.0138179253852813,1.9912560358581335,2.015407546763453,1.8936160158016377,2.0891999757037425,2.002193519227557,2.033776347717579,1.9532287922023255,2.1237081708056627,1.9934992896048627,2.011289038245625,1.9311462650308289,1.9894138741218765,2.0681626805848183,1.9388869725140871,2.0176760158438074,2.1165790195033685,1.9624346558220918,2.0644347158153096,1.9252366362736035,1.9079751824767157,1.9182773636563684,2.0644605921326695,1.9380040213690424,1.9717304367956028,2.0334061634672835,1.979319033289459,1.9633038838584562,1.978500668373268,2.050019101112012,2.013746973233314,2.0905170611867865,7.914959911901026,0.42877178585171205,0.08504008809897368,0.571228214148288
2009,chargers,7.26,3.09,5.29,17.83,0.25,4.42,5.46,10.63,0.69,14.37,12.3,2.61,1.0,0.41,0.0,0.0,13,1,0,26,1.9534270866302141,2.0684660226699036,1.965398574291211,1.9693980373974143,2.0018649703176545,1.9715608605991357,2.0585478073099535,2.0137603193275755,1.9334426707382526,1.9963587940453533,2.063058858002624,1.9456400098020157,1.9588071616092746,2.0326971085474446,2.075630255274008,1.9973894114049433,1.9765320496216185,1.9600282749917548,2.0141988408541414,1.995245149538728,2.0119511466194115,1.9078462349769687,2.059739519450523,1.9997402868133174,2.029120674137917,1.9475512585092063,2.1147259244729955,1.986863763715514,2.020471980745233,1.9504484948987013,1.9980833515345087,2.0766858536361754,1.9418525664761943,2.025681209518386,2.109483546641388,1.9629724839836609,2.070453164126936,1.9333082341266836,1.9203187639812582,1.9442213532824815,2.036043490379988,1.940700407919349,1.9937116943306603,2.0231528460417163,1.97708067477207,1.9528031749140855,1.9910663566555618,2.042523342767427,2.006506436409486,2.073439501188988,7.914011728762645,0.4284074550518257,5.085988271237355,0.5715925449481742
2010,chargers,5.71,3.29,2.52,23.67,0.64,7.47,6.63,11.35,0.8,12.34,11.41,3.14,4.3,2.59,0.17,0.0,9,0,0,1,1.960795079920662,2.058233582516379,1.966082001303081,1.9806601166576492,1.9926184760243202,1.9697260817798885,2.057962961199905,2.0134738021385234,1.9330241130714865,2.003905232242536,2.0647142292336396,1.9470401146464114,1.9493436633763492,2.0256173150550163,2.0617099897325764,2.018726706206871,1.9588734257787368,1.9688949600546457,2.032297542294359,2.0085643873248706,1.9880465709133308,1.922499383212808,2.036804676838654,2.001706468957019,2.0507639733094654,1.9501970401072224,2.0818155672239222,1.9881594471404376,2.005464733630687,1.9542790306695552,2.019743278526411,2.0657053386744577,1.9472296601662296,2.0204286354803718,2.086563505899772,1.965773334899118,2.0661797372224555,1.945167597482634,1.9257390405976156,1.9394432840261975,2.0235747150520496,1.9530365162712768,2.0047705744399056,2.0284514376342067,1.9693858118316194,1.953289285257506,2.008248439353502,2.057741724850617,2.014268150271151,2.0532592595019192,7.911329100376524,0.42791556675618664,1.0886708996234757,0.42791556675618664
2011,chargers,9.05,2.54,4.97,14.48,3.67,15.27,5.92,14.05,9.59,13.3,3.37,2.98,1.78,7.58,0.16,0.0,8,0,0,10,1.9825831736703006,2.013081343766667,1.9656276495946983,1.9777351440278743,1.9775324167407613,2.008255097323785,2.0211675537974974,2.011952639051522,1.9700814735830356,1.9896188667671078,2.121357990519308,1.973386267445996,1.972991984656012,2.0698139042775363,2.045394302885992,2.0378891717518304,1.9975462695585648,1.9476171312997126,1.9975159053850493,2.049828243160076,2.0039936136456684,1.9252550943618947,2.047381154380294,2.0107281336645366,1.9926505797622542,1.938436773762851,2.0420050793124065,1.9881575576165977,1.981665986870429,1.9832172264387466,2.0533985195284767,2.037013332596125,1.9386788249821592,2.0123333202342857,2.094051580672192,1.9794019814482655,2.0240828801960835,1.9178438549709045,1.8923187085287385,1.9328437967874332,2.027709249585004,1.9761175621131861,1.9252420735860882,2.0622669877018227,1.9896606567118218,1.9995969865637346,1.9740777241843113,2.0167279663845594,2.027520621720056,2.074645642425755,7.91296091058997,0.4283843737856066,0.08703908941003036,0.4283843737856066
2012,chargers,13.17,3.73,4.7,16.98,2.74,9.36,7.03,12.53,7.19,13.74,7.42,3.89,8.22,17.93,0.0,0.0,7,0,0,26,1.9757999981307026,2.029370149610624,1.9608863051625136,1.9780171574635284,2.007337178845629,1.9902085220305257,2.02751167951167,2.0134555631401967,1.9631407977277657,1.9928846587991391,2.091345499213634,1.9659317801966694,1.96531257460003,2.0506540971939864,2.067281342602341,2.011068585461697,1.9757655730994066,1.9475411585382616,2.0022947406397167,2.022862474957767,2.0248042394516803,1.9083108232864756,2.0433794722018317,2.0203427925898767,2.0049012542297735,1.9420078690400195,2.0789443205025266,1.992239335511499,1.988901659933472,1.9623798283099212,2.019957930499343,2.041381494542329,1.9408968462153884,2.0229773291252315,2.098964491259882,1.9728611780391945,2.0363854832497625,1.9256376466484069,1.9027674070508545,1.942861841286802,2.0235659699422706,1.9750600282503146,1.9505353513541428,2.0469135765036413,1.9850725053345342,1.988771773098597,1.9809172212227322,2.0250790787870168,2.0399871552774473,2.0745242603292193,7.913865347403734,0.42875802798971424,0.9138653474037337,0.42875802798971424
2013,chargers,9.38,3.93,4.36,13.25,4.0,14.48,7.22,12.67,3.67,12.89,4.18,4.56,9.89,11.18,0.17,0.0,9,1,0,10,1.966355513193661,2.021148193612089,1.950804777306367,1.9815631671680938,1.9921263898066328,1.9866673715362275,2.0254006377388665,2.01882332738493,1.971289140070276,2.002347203395726,2.1344724807402327,1.9696582749495892,1.9706455238689298,2.066794458978241,2.0528395241794484,2.0218361048663187,1.9877325740722023,1.9507938659956667,1.9941603340386373,2.0312960645618507,2.0016360872874093,1.913888856112497,2.041724158772352,1.9973141463014605,1.9967472701798699,1.9505318823049709,2.068178574109573,1.9964140152936085,1.9746058477811246,1.978988493557866,2.0567462195287414,2.0533280177181017,1.9176195790311374,1.999701116974233,2.088023442446673,1.9633873732434168,2.04317055565279,1.9176483789615715,1.8878501013972167,1.9500888760050925,2.0276902242978703,1.9752821942904866,1.9214720493637094,2.0663995605270746,1.9862777291463511,1.9837811641008438,1.986055537502624,2.02441101005253,2.049225563232092,2.085057047362738,7.914394288659164,0.4285213583532569,1.0856057113408362,0.5714786416467431
2014,chargers,9.65,4.58,4.57,9.97,4.23,8.04,6.9,12.52,2.27,13.21,6.31,4.94,0.44,14.05,2.44,0.07,9,0,0,26,1.9560067272682284,2.0410571340019534,1.9426551885914574,1.9740536856864328,2.0031547431973418,1.9698371672196722,2.0277071746381603,2.0241804005081474,1.977385175446793,2.001118976667091,2.122271044194118,1.9698878049468083,1.9798392005337597,2.056000575309263,2.062250032066568,1.988584893756184,1.9847351856692792,1.9419386682567839,1.9806094874345832,2.0085117095431912,2.016983112271169,1.8912717215616441,2.0521025580976477,1.994835919928958,1.9876293571409256,1.9459374899091422,2.115087248651426,1.9944041949095757,1.9809677287736966,1.9613606416883311,2.0249233647100233,2.064443310976009,1.9121456338568081,2.0120421838885383,2.106648308805833,1.9623106875062721,2.0596925021993977,1.9177669765521834,1.8839540994003348,1.9623771702929398,2.0341002702567192,1.9534174305319083,1.9212661218145906,2.0750059323154986,1.9922285336421006,1.9748928833325414,1.9826263502822385,2.00426199056613,2.093185346736552,2.1103459544650627,7.916614969271823,0.42868846775530367,1.0833850307281772,0.42868846775530367
2015,chargers,10.53,6.91,6.9,6.99,7.98,7.21,8.12,8.97,5.29,16.19,9.14,4.23,11.86,22.67,0.0,0.0,4,0,0,26,1.9664060973274162,2.0142515413607502,1.9532385117937028,1.9686952974591794,2.0252181768823543,1.991622694275741,2.020206851548025,2.040121190158317,2.0085352381188266,1.9960472507502178,2.0784810373793823,1.9882089977569115,1.9887108897969594,2.0508500272897883,2.050732501415213,1.9694952774443912,2.005996022274014,1.9464946988063638,1.9591053640704454,2.0008227983592306,2.028575804932067,1.901306114476256,2.045016257195569,1.9951195362392231,1.9612663712966847,1.9718834966179666,2.0857984479704617,1.9893491129089163,1.993642432015475,1.9841847053822415,2.006891710401983,2.0599889013395054,1.9336582673369715,2.0210049104536045,2.071369940963158,1.9817708484491527,2.0552141754677997,1.9225966035422557,1.8868892726620474,2.0062278303621617,2.01388796223293,1.945577463316326,1.9234859588759108,2.0504384624964986,2.0003355950140715,2.002657362057785,1.978761248874571,1.9807326486504018,2.111297018205114,2.0678310759956435,7.914476737635936,0.42824606002822524,3.914476737635936,0.42824606002822524
2016,chargers,4.44,11.74,3.02,10.55,10.76,11.44,5.2,9.0,7.23,10.95,4.75,1.22,0.01,25.08,0.43,0.28,5,0,0,11,1.948611695866663,1.9941222476896652,1.976863058861332,1.9883838399548925,1.9771538071590322,1.9992889440542974,2.049765918730412,2.061018715841903,2.016525431032657,2.000214535846178,2.0783442897181077,2.0011014247240198,1.971434425987751,2.0563402237125263,2.0129011375076873,2.019482542891742,2.0250160888809736,1.9661071581094969,1.9798589204588448,2.0269127910019638,1.9731549990123844,1.9372034430803482,2.0262453372922833,1.9854717446228618,1.9660419350275682,1.9944428291758824,1.9972408702174884,1.9685334441027866,1.971990301969518,1.985961117425411,2.052639420213745,2.0455573407049723,1.9538974192574408,2.0156758848466128,2.043113051931809,2.0048520984394544,2.0286455871215128,1.9117044407259058,1.8646350710969206,1.9818228264145932,2.005449148061773,1.9477997246714698,1.9167362150302145,2.0755920240028156,1.986193441091465,2.022753764668269,2.015815645466798,2.0130654666985173,2.1179463352555574,2.040371874343471,7.90881215249873,0.42656272643383686,2.9088121524987303,0.42656272643383686
2017,chargers,4.14,5.12,2.86,14.58,9.68,11.98,4.93,3.75,8.57,11.52,3.02,1.4,0.16,6.8,0.0,0.0,9,0,0,29,1.9715456289402893,1.986345195465025,1.9543434034400022,1.9842665643607378,1.9875803339440996,2.0193510092359346,2.0547546899338984,2.058167179448598,1.9960334451011512,1.9997525271693282,2.0994399736147633,1.9858231135779538,1.9642946383290598,2.0639260475334913,2.0477045632988933,2.044404992025023,1.9857177463570137,1.9631078618843105,2.0137349494244603,2.053754789438017,1.9795132447561925,1.9281472536811954,2.0265624116537464,2.0080865367332166,1.9960337311199339,1.9568824163188236,1.98779432568646,1.9713258684893695,1.9817770911280923,2.013822413110491,2.078563185061573,2.0451644971673537,1.9618450843202035,2.0092776046872216,2.031723942813829,1.994691113957709,2.0406094056613187,1.9044171605520717,1.8683687996321814,1.9750793045823178,1.9884501256507154,1.9567208287148616,1.9332185678232578,2.0441083036011762,1.982046190573432,2.0122638067294947,2.0037511546803937,2.015461599254402,2.0529496759294625,2.017295703407437,7.910668884479366,0.42743553304142357,1.0893311155206344,0.42743553304142357
2018,chargers,6.65,9.79,2.64,14.05,8.37,14.39,3.88,8.74,11.97,12.86,2.73,2.14,8.53,9.69,0.0,0.0,12,1,0,19,1.967697930601125,1.9904457619362037,1.9768951414709506,1.9934045340154776,1.9797193871869005,2.0155447256314267,2.04381861376929,2.041786456811486,2.0023426206678243,1.9952940053189403,2.0908986468259476,1.9871639677022361,1.9662976601411235,2.066681165175078,2.024913465706232,2.035489960450802,2.0145925202521897,1.9585701165691292,1.9999588993991655,2.050513497501607,1.9905052778522745,1.9426569482593674,2.0276568297140725,2.005818653142298,1.9725592611811213,1.9675068543635585,1.9920288341630967,1.97132561737198,1.975522858261365,1.9885212868416349,2.0598926053772217,2.0301783788317778,1.961745379072204,2.0142387827662676,2.0485989278687953,2.0082189564631054,2.0137962169914063,1.9031117330314564,1.8780955261723655,1.9639564938093375,1.9984216935430572,1.969265278870575,1.9186177294985693,2.0605354883903955,1.9934674624307436,2.0385466433432744,1.9938520166515796,2.0175745288013,2.049541400580384,2.04221325922228,7.909142111345959,0.4272497061659852,4.090857888654041,0.5727502938340148
2019,chargers,3.73,6.77,3.57,19.11,5.41,12.62,3.7,10.23,9.35,14.47,3.49,0.84,0.28,10.34,0.0,0.0,5,0,0,15,1.9625614515385734,2.0145956812267496,1.9756579422329938,1.9850946689900013,1.963939083129218,2.0051334214916663,2.0631544767600904,2.0313392420230234,1.9674441856116431,1.998924224887238,2.089579356921276,1.967417891095299,1.9661180181075821,2.058817349859916,2.04009348855222,2.045441368721832,2.0133018301309513,1.9631265496384842,2.021915557118856,2.048383211553626,1.9784703453706989,1.9445267378656657,2.052081761648012,2.0030459868669794,2.0049453943802793,1.9551849373000114,2.0093898624518927,1.968402595273879,1.9908054260164614,1.9824604183747399,2.0532722173749023,2.0422980468174448,1.9650535467603092,2.0098060051038975,2.061695421238665,2.0034827531253288,2.025805258892944,1.9096194721928699,1.8926819231637515,1.935443286695435,2.0170203042742187,1.9542520890435917,1.943407730173409,2.043922771752789,1.9875114333747206,2.00728950608927,1.9897080376200371,2.0302246058214646,2.0074976174293155,2.0486555079157833,7.909932048806474,0.427400915893443,2.909932048806474,0.427400915893443
2005,rams,0.98,3.17,0.46,0.53,3.94,14.31,1.86,1.18,11.0,11.83,6.57,0.1,10.61,0.0,0.0,0.0,6,0,0,19,2.0048121190719845,1.9688512453856235,1.9877489151906698,1.9716870095363974,1.986517185883358,2.0803396938640675,2.0206727619191702,2.0595941200125347,2.019769978461502,1.9778857973409245,2.129930827463805,2.0047722820659164,1.9588268174696266,2.133643867023481,1.9859285724912343,2.041953998349211,2.024082776749806,1.932297414972752,1.9456403142103618,2.112731544212855,1.9965243449976209,1.9698461289921685,1.9881906385636374,1.995006679955219,1.9025279669206536,1.9479929505527314,1.968035080184688,1.9586025576859734,2.0156586863475963,2.078811682886895,2.10831663597119,2.092760844753295,1.9336391335263257,2.050274260580112,2.059478203934925,2.023462652325836,2.0349015912127935,1.8747101909015418,1.8597191898161785,2.008843116417388,1.9358377581624897,1.95303077934048,1.8953768924210117,2.039221761779501,2.011152985629695,2.043759478812481,1.9653451079476851,1.9750124572244017,1.957652960951691,2.008620039528507,7.911527979974485,0.4271068058778748,1.911527979974485,0.4271068058778748
2006,rams,4.43,2.9,0.96,3.87,2.27,14.78,2.31,2.47,13.64,7.56,4.79,0.03,7.28,0.44,0.0,0.0,8,0,0,19,2.024027638212539,1.9576795821246045,1.9996252758033788,1.9781977850814976,1.995096435661118,2.0941641386036367,2.0029441431000103,2.0380185993344946,1.9996355400474137,1.966991084532381,2.1313883182466533,1.9926558117518745,1.9328524954790687,2.141404592428598,2.0064966883050017,2.072218015559877,2.0025928769185923,1.9249138146149627,1.960525379027101,2.1269255452908333,2.01641049004935,1.9487394551517625,1.9919708659544981,2.0314777869654166,1.92207899545978,1.937283757814276,1.9606097844492176,1.9746119048496664,1.993639749076432,2.034689254789455,2.104084871435968,2.05369638755244,1.9382196873375002,2.061067655334124,2.0885783778445024,2.0115956336351832,2.0064332395789553,1.8730683401904753,1.8498931965380647,1.947854724939477,1.9560228762526346,1.9909205895419742,1.8913511578202158,2.056372686553103,1.996677113733802,2.069253697662124,1.9588941063048946,2.015482766732528,1.9576260011946207,2.0130410851339238,7.911085107919839,0.42790343397859043,0.08891489208016079,0.42790343397859043
2007,rams,3.88,2.71,1.5,10.47,1.66,11.73,2.92,5.61,10.25,11.75,3.23,0.68,3.59,1.99,0.0,0.0,3,0,0,19,1.984900574168387,2.0049252574939036,1.9681092449934625,1.9753582463684836,1.969398747842916,2.036709756151032,2.058308841620416,2.0366301406072442,1.9583155551342701,1.9926180604153767,2.1503286045563765,1.9575257133175157,1.9484080311064806,2.116040408635289,2.050676742374628,2.066657313610504,2.0037439918162256,1.9283147404930312,2.0102053541872644,2.107711788620825,1.9939773363317006,1.9318870050079646,2.0490621024926616,2.0238636604557625,1.977977591398263,1.917558485492699,2.010750417120445,1.962265784604532,1.9958286070410232,2.004166418222474,2.087264747987953,2.066979383439622,1.9391363130766714,2.031610160931499,2.0957637845206873,2.0136117038146684,2.0292545270875526,1.8689263717558007,1.8588859730368945,1.9106453124706848,1.9905322399914456,1.9560588007050992,1.9072771742745722,2.048145268271121,1.9969688750331984,2.0212957576286916,1.956455045665589,2.0214898847833305,1.9481317789004786,2.0593423749432285,7.91437642966155,0.42823195828248845,4.91437642966155,0.42823195828248845
2008,rams,5.11,3.12,1.01,10.91,0.5,9.24,5.04,9.81,9.69,7.33,4.63,2.36,0.91,5.77,0.02,0.0,2,0,0,19,1.9967843950658446,2.027189371627516,1.9730169296217928,1.9751690617608115,1.971788449746724,2.011341807681335,2.032425881684969,2.0181148540656224,1.9470962893812633,1.9891325050547366,2.1351096659129394,1.9485973460264903,1.9302254359084428,2.091707482055218,2.043759740387124,2.056153738990024,1.966036223605443,1.9193452601341403,2.0041512068568093,2.0914234703617476,1.9907216696188563,1.9016361982879173,2.0387036111119006,2.0317299786784893,2.004752651084128,1.9108253030297906,2.053877410116746,1.980431695032942,1.9780310176815141,1.9478744521157092,2.0584762083640036,2.0600308502202105,1.9251111703997352,2.0608226056192986,2.1397263341365136,1.997983994310526,2.044736170777967,1.8968549153460776,1.858420623792244,1.8829636045029678,2.0141784462339105,1.9526967987755957,1.9211003696084745,2.096710604952492,1.9846610415139379,2.0121692473523063,1.9665842283551611,2.0391147151761073,2.0363621517511685,2.084142816124296,7.91407732523054,0.42818788628996035,5.91407732523054,0.42818788628996035
2009,rams,6.81,6.65,1.4,9.36,2.09,4.52,5.01,14.64,13.71,10.03,6.95,2.74,17.48,16.1,0.0,0.0,1,0,0,33,1.9918194324758065,2.0325485164009756,1.9899636284536244,1.9746247852324903,1.9716100820467213,2.0013721674987615,2.025205622551013,2.018415592982747,1.9804234050531828,1.9815873513316553,2.0697882413611417,1.9724858499657767,1.9622008636165127,2.0543714152107464,2.020659533526133,2.011246522772639,1.9951567611452208,1.9255063959854763,1.9835457057346486,2.0545107752504093,2.0060317629819875,1.9145427644032833,2.042440771938669,2.0275065929599227,1.9783884638160176,1.9283722465315019,2.059839727822002,1.9692641006124465,1.9869892466159236,1.9370814069804967,2.0021238203892215,2.0359582907389,1.9587054945098672,2.0746920010451064,2.125349775839163,2.0263869018162803,2.026053282949869,1.9207641458202536,1.885018070625764,1.915760711059299,2.0168806559714394,1.938274107125579,1.9335499791305302,2.0940164110232398,2.001730000941175,2.0296059725776203,1.9666672293411465,1.995316274079213,2.0981206811745685,2.087526460583846,7.91138471566495,0.4274924609355059,6.91138471566495,0.4274924609355059
2010,rams,6.32,7.5,3.97,16.43,3.07,4.78,1.3,14.16,3.31,10.38,7.91,3.66,10.37,3.05,0.07,0.0,7,0,0,1,1.9340314966679886,2.061140434976075,1.9812413456372924,1.989246231837619,1.9671887484152328,1.975211515024644,2.0666386745718803,2.0190265206739606,1.9589816423672433,1.9836248024415553,2.0677006156939206,1.959246022858635,1.9592164405667203,2.0350140434501984,2.0459316849778317,2.011950760140966,1.995483999529049,1.964864051756147,2.0189553129761255,1.9984859741324543,2.002102078670672,1.910743012954114,2.05462201700032,1.9934651842706332,2.003182039828228,1.947031599013562,2.072820290282615,1.975380766246964,1.9981596508090786,1.9250030796559958,2.0121862475244243,2.047094079199951,1.9553708314394953,2.0269661453263024,2.1165628293150522,1.9718860735240744,2.041011668733533,1.912924436987732,1.8962426005125488,1.9402027528750685,2.0461865128175183,1.942682046939082,1.962151701486986,2.0748258518718297,1.9817793706999338,1.9901473308281004,2.0074187919430377,2.0468862199209354,2.052716775817978,2.0990676948087055,7.91099411224535,0.42746750360543345,0.9109941122453504,0.42746750360543345
